instant,dteday,season,year,month,hour,is_holiday,weekday,is_workingday,weather_cond,temperature,feeling_temperature,humidity,windspeed,casual,registered,total_count,time_of_day,temp_category,weather_daily
170,2011-01-08,Spring,2011,January,8,0,6,0,Light Snow/Rain,0.16,0.1818,0.93,0.1045,0,15,15,Morning,Cold,Misty/Cloudy
171,2011-01-08,Spring,2011,January,9,0,6,0,Light Snow/Rain,0.16,0.1818,0.93,0.1045,0,20,20,Morning,Cold,Misty/Cloudy
172,2011-01-08,Spring,2011,January,10,0,6,0,Misty/Cloudy,0.18,0.197,0.8,0.1642,5,56,61,Morning,Cold,Misty/Cloudy
173,2011-01-08,Spring,2011,January,11,0,6,0,Misty/Cloudy,0.2,0.1818,0.69,0.3881,2,60,62,Morning,Cold,Misty/Cloudy
174,2011-01-08,Spring,2011,January,12,0,6,0,Misty/Cloudy,0.2,0.1818,0.59,0.3582,8,90,98,Afternoon,Cold,Misty/Cloudy
175,2011-01-08,Spring,2011,January,13,0,6,0,Clear/Partly Cloudy,0.2,0.1818,0.44,0.3284,7,95,102,Afternoon,Cold,Misty/Cloudy
176,2011-01-08,Spring,2011,January,14,0,6,0,Clear/Partly Cloudy,0.2,0.1667,0.32,0.4925,12,83,95,Afternoon,Cold,Misty/Cloudy
177,2011-01-08,Spring,2011,January,15,0,6,0,Clear/Partly Cloudy,0.2,0.1667,0.32,0.4478,5,69,74,Afternoon,Cold,Misty/Cloudy
178,2011-01-08,Spring,2011,January,16,0,6,0,Clear/Partly Cloudy,0.18,0.1364,0.29,0.4478,8,68,76,Afternoon,Cold,Misty/Cloudy
179,2011-01-08,Spring,2011,January,17,0,6,0,Clear/Partly Cloudy,0.16,0.1212,0.37,0.5522,5,64,69,Evening,Cold,Misty/Cloudy
180,2011-01-08,Spring,2011,January,18,0,6,0,Clear/Partly Cloudy,0.14,0.1212,0.39,0.2985,3,52,55,Evening,Cold,Misty/Cloudy
181,2011-01-08,Spring,2011,January,19,0,6,0,Clear/Partly Cloudy,0.14,0.1212,0.36,0.2537,4,26,30,Evening,Cold,Misty/Cloudy
182,2011-01-08,Spring,2011,January,20,0,6,0,Clear/Partly Cloudy,0.12,0.1212,0.36,0.2537,0,28,28,Evening,Cold,Misty/Cloudy
183,2011-01-08,Spring,2011,January,21,0,6,0,Clear/Partly Cloudy,0.12,0.1061,0.39,0.3582,2,35,37,Evening,Cold,Misty/Cloudy
184,2011-01-08,Spring,2011,January,22,0,6,0,Clear/Partly Cloudy,0.12,0.1061,0.36,0.3881,1,33,34,Evening,Cold,Misty/Cloudy
185,2011-01-08,Spring,2011,January,23,0,6,0,Clear/Partly Cloudy,0.1,0.0606,0.39,0.4478,0,22,22,Evening,Cold,Misty/Cloudy
186,2011-01-09,Spring,2011,January,0,0,0,0,Clear/Partly Cloudy,0.1,0.0758,0.42,0.3881,1,24,25,Morning,Cold,Clear/Partly Cloudy
187,2011-01-09,Spring,2011,January,1,0,0,0,Clear/Partly Cloudy,0.1,0.0606,0.42,0.4627,0,12,12,Morning,Cold,Clear/Partly Cloudy
188,2011-01-09,Spring,2011,January,2,0,0,0,Clear/Partly Cloudy,0.1,0.0606,0.46,0.4627,0,11,11,Morning,Cold,Clear/Partly Cloudy
189,2011-01-09,Spring,2011,January,3,0,0,0,Clear/Partly Cloudy,0.1,0.0758,0.46,0.4179,0,4,4,Morning,Cold,Clear/Partly Cloudy
190,2011-01-09,Spring,2011,January,4,0,0,0,Clear/Partly Cloudy,0.08,0.0909,0.53,0.194,0,1,1,Morning,Cold,Clear/Partly Cloudy
191,2011-01-09,Spring,2011,January,5,0,0,0,Clear/Partly Cloudy,0.08,0.0909,0.53,0.194,0,1,1,Morning,Cold,Clear/Partly Cloudy
192,2011-01-09,Spring,2011,January,6,0,0,0,Clear/Partly Cloudy,0.1,0.0909,0.49,0.2836,0,1,1,Morning,Cold,Clear/Partly Cloudy
193,2011-01-09,Spring,2011,January,7,0,0,0,Clear/Partly Cloudy,0.08,0.0909,0.53,0.194,1,5,6,Morning,Cold,Clear/Partly Cloudy
194,2011-01-09,Spring,2011,January,8,0,0,0,Clear/Partly Cloudy,0.1,0.0909,0.49,0.2836,0,10,10,Morning,Cold,Clear/Partly Cloudy
195,2011-01-09,Spring,2011,January,9,0,0,0,Clear/Partly Cloudy,0.12,0.0758,0.46,0.5224,0,19,19,Morning,Cold,Clear/Partly Cloudy
196,2011-01-09,Spring,2011,January,10,0,0,0,Clear/Partly Cloudy,0.14,0.1061,0.43,0.3881,0,49,49,Morning,Cold,Clear/Partly Cloudy
197,2011-01-09,Spring,2011,January,11,0,0,0,Clear/Partly Cloudy,0.16,0.1212,0.4,0.5224,2,47,49,Morning,Cold,Clear/Partly Cloudy
198,2011-01-09,Spring,2011,January,12,0,0,0,Clear/Partly Cloudy,0.18,0.1364,0.37,0.4478,4,79,83,Afternoon,Cold,Clear/Partly Cloudy
199,2011-01-09,Spring,2011,January,13,0,0,0,Clear/Partly Cloudy,0.2,0.1667,0.34,0.4478,6,69,75,Afternoon,Cold,Clear/Partly Cloudy
200,2011-01-09,Spring,2011,January,14,0,0,0,Clear/Partly Cloudy,0.22,0.1818,0.32,0.4627,8,64,72,Afternoon,Cold,Clear/Partly Cloudy
201,2011-01-09,Spring,2011,January,15,0,0,0,Clear/Partly Cloudy,0.22,0.197,0.35,0.3582,5,77,82,Afternoon,Cold,Clear/Partly Cloudy
202,2011-01-09,Spring,2011,January,16,0,0,0,Clear/Partly Cloudy,0.2,0.1667,0.34,0.4478,13,79,92,Afternoon,Cold,Clear/Partly Cloudy
203,2011-01-09,Spring,2011,January,17,0,0,0,Clear/Partly Cloudy,0.18,0.1515,0.37,0.3881,3,59,62,Evening,Cold,Clear/Partly Cloudy
204,2011-01-09,Spring,2011,January,18,0,0,0,Clear/Partly Cloudy,0.16,0.1364,0.4,0.3284,4,44,48,Evening,Cold,Clear/Partly Cloudy
205,2011-01-09,Spring,2011,January,19,0,0,0,Clear/Partly Cloudy,0.16,0.1364,0.43,0.3284,1,40,41,Evening,Cold,Clear/Partly Cloudy
206,2011-01-09,Spring,2011,January,20,0,0,0,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2537,0,38,38,Evening,Cold,Clear/Partly Cloudy
207,2011-01-09,Spring,2011,January,21,0,0,0,Clear/Partly Cloudy,0.14,0.1061,0.46,0.4179,1,19,20,Evening,Cold,Clear/Partly Cloudy
208,2011-01-09,Spring,2011,January,22,0,0,0,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,5,10,15,Evening,Cold,Clear/Partly Cloudy
209,2011-01-09,Spring,2011,January,23,0,0,0,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,6,6,Evening,Cold,Clear/Partly Cloudy
210,2011-01-10,Spring,2011,January,0,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,2,3,5,Morning,Cold,Clear/Partly Cloudy
211,2011-01-10,Spring,2011,January,1,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,1,0,1,Morning,Cold,Clear/Partly Cloudy
212,2011-01-10,Spring,2011,January,2,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,3,3,Morning,Cold,Clear/Partly Cloudy
213,2011-01-10,Spring,2011,January,3,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,1,1,Morning,Cold,Clear/Partly Cloudy
214,2011-01-10,Spring,2011,January,4,0,1,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,1,2,3,Morning,Cold,Clear/Partly Cloudy
215,2011-01-10,Spring,2011,January,5,0,1,1,Clear/Partly Cloudy,0.1,0.1061,0.54,0.2537,0,3,3,Morning,Cold,Clear/Partly Cloudy
216,2011-01-10,Spring,2011,January,6,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,0,31,31,Morning,Cold,Clear/Partly Cloudy
217,2011-01-10,Spring,2011,January,7,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,2,75,77,Morning,Cold,Clear/Partly Cloudy
218,2011-01-10,Spring,2011,January,8,0,1,1,Misty/Cloudy,0.12,0.1212,0.5,0.2836,4,184,188,Morning,Cold,Clear/Partly Cloudy
219,2011-01-10,Spring,2011,January,9,0,1,1,Misty/Cloudy,0.14,0.1212,0.5,0.2537,2,92,94,Morning,Cold,Clear/Partly Cloudy
220,2011-01-10,Spring,2011,January,10,0,1,1,Misty/Cloudy,0.14,0.1212,0.5,0.2985,0,31,31,Morning,Cold,Clear/Partly Cloudy
221,2011-01-10,Spring,2011,January,11,0,1,1,Misty/Cloudy,0.16,0.1364,0.47,0.2836,2,28,30,Morning,Cold,Clear/Partly Cloudy
222,2011-01-10,Spring,2011,January,12,0,1,1,Misty/Cloudy,0.2,0.1818,0.4,0.2836,5,47,52,Afternoon,Cold,Clear/Partly Cloudy
223,2011-01-10,Spring,2011,January,13,0,1,1,Misty/Cloudy,0.2,0.1818,0.4,0.2836,4,50,54,Afternoon,Cold,Clear/Partly Cloudy
224,2011-01-10,Spring,2011,January,14,0,1,1,Misty/Cloudy,0.2,0.197,0.4,0.2239,0,47,47,Afternoon,Cold,Clear/Partly Cloudy
225,2011-01-10,Spring,2011,January,15,0,1,1,Misty/Cloudy,0.2,0.197,0.4,0.2239,2,43,45,Afternoon,Cold,Clear/Partly Cloudy
226,2011-01-10,Spring,2011,January,16,0,1,1,Clear/Partly Cloudy,0.2,0.2121,0.4,0.1343,4,70,74,Afternoon,Cold,Clear/Partly Cloudy
227,2011-01-10,Spring,2011,January,17,0,1,1,Clear/Partly Cloudy,0.2,0.2273,0.4,0.1045,4,174,178,Evening,Cold,Clear/Partly Cloudy
228,2011-01-10,Spring,2011,January,18,0,1,1,Clear/Partly Cloudy,0.2,0.197,0.4,0.2239,1,154,155,Evening,Cold,Clear/Partly Cloudy
229,2011-01-10,Spring,2011,January,19,0,1,1,Clear/Partly Cloudy,0.16,0.1667,0.47,0.1642,3,92,95,Evening,Cold,Clear/Partly Cloudy
230,2011-01-10,Spring,2011,January,20,0,1,1,Clear/Partly Cloudy,0.16,0.1667,0.5,0.1642,1,73,74,Evening,Cold,Clear/Partly Cloudy
231,2011-01-10,Spring,2011,January,21,0,1,1,Clear/Partly Cloudy,0.14,0.1364,0.59,0.194,1,37,38,Evening,Cold,Clear/Partly Cloudy
232,2011-01-10,Spring,2011,January,22,0,1,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,2,22,24,Evening,Cold,Clear/Partly Cloudy
233,2011-01-10,Spring,2011,January,23,0,1,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,18,18,Evening,Cold,Clear/Partly Cloudy
234,2011-01-11,Spring,2011,January,0,0,2,1,Clear/Partly Cloudy,0.14,0.1667,0.59,0.1045,2,10,12,Morning,Cold,Misty/Cloudy
235,2011-01-11,Spring,2011,January,1,0,2,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,3,3,Morning,Cold,Misty/Cloudy
236,2011-01-11,Spring,2011,January,2,0,2,1,Misty/Cloudy,0.16,0.1515,0.55,0.194,0,3,3,Morning,Cold,Misty/Cloudy
237,2011-01-11,Spring,2011,January,5,0,2,1,Misty/Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,Morning,Cold,Misty/Cloudy
238,2011-01-11,Spring,2011,January,6,0,2,1,Misty/Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,Morning,Cold,Misty/Cloudy
239,2011-01-11,Spring,2011,January,7,0,2,1,Misty/Cloudy,0.16,0.2273,0.55,0.0,2,97,99,Morning,Cold,Misty/Cloudy
240,2011-01-11,Spring,2011,January,8,0,2,1,Misty/Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,Morning,Cold,Misty/Cloudy
241,2011-01-11,Spring,2011,January,9,0,2,1,Misty/Cloudy,0.18,0.197,0.51,0.1642,3,127,130,Morning,Cold,Misty/Cloudy
242,2011-01-11,Spring,2011,January,10,0,2,1,Misty/Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,Morning,Cold,Misty/Cloudy
243,2011-01-11,Spring,2011,January,11,0,2,1,Misty/Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,Morning,Cold,Misty/Cloudy
244,2011-01-11,Spring,2011,January,12,0,2,1,Misty/Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,Afternoon,Cold,Misty/Cloudy
245,2011-01-11,Spring,2011,January,13,0,2,1,Misty/Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,Afternoon,Cold,Misty/Cloudy
246,2011-01-11,Spring,2011,January,14,0,2,1,Misty/Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,Afternoon,Cold,Misty/Cloudy
247,2011-01-11,Spring,2011,January,15,0,2,1,Misty/Cloudy,0.16,0.197,0.8,0.0896,2,45,47,Afternoon,Cold,Misty/Cloudy
248,2011-01-11,Spring,2011,January,16,0,2,1,Misty/Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,Afternoon,Cold,Misty/Cloudy
249,2011-01-11,Spring,2011,January,17,0,2,1,Misty/Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,Evening,Cold,Misty/Cloudy
250,2011-01-11,Spring,2011,January,18,0,2,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,94,95,Evening,Cold,Misty/Cloudy
251,2011-01-11,Spring,2011,January,19,0,2,1,Light Snow/Rain,0.16,0.2273,0.93,0.0,0,51,51,Evening,Cold,Misty/Cloudy
252,2011-01-11,Spring,2011,January,20,0,2,1,Light Snow/Rain,0.16,0.1515,0.93,0.194,0,32,32,Evening,Cold,Misty/Cloudy
253,2011-01-11,Spring,2011,January,21,0,2,1,Light Snow/Rain,0.16,0.197,0.86,0.0896,0,20,20,Evening,Cold,Misty/Cloudy
254,2011-01-11,Spring,2011,January,22,0,2,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,28,29,Evening,Cold,Misty/Cloudy
255,2011-01-11,Spring,2011,January,23,0,2,1,Light Snow/Rain,0.16,0.197,0.93,0.0896,1,18,19,Evening,Cold,Misty/Cloudy
256,2011-01-12,Spring,2011,January,0,0,3,1,Misty/Cloudy,0.16,0.197,0.86,0.0896,0,7,7,Morning,Cold,Clear/Partly Cloudy
257,2011-01-12,Spring,2011,January,1,0,3,1,Misty/Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,Morning,Cold,Clear/Partly Cloudy
258,2011-01-12,Spring,2011,January,2,0,3,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1343,0,1,1,Morning,Cold,Clear/Partly Cloudy
259,2011-01-12,Spring,2011,January,5,0,3,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1642,0,5,5,Morning,Cold,Clear/Partly Cloudy
260,2011-01-12,Spring,2011,January,6,0,3,1,Clear/Partly Cloudy,0.12,0.1515,0.93,0.1343,0,16,16,Morning,Cold,Clear/Partly Cloudy
261,2011-01-12,Spring,2011,January,7,0,3,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,54,54,Morning,Cold,Clear/Partly Cloudy
262,2011-01-12,Spring,2011,January,8,0,3,1,Clear/Partly Cloudy,0.16,0.1667,0.59,0.1642,3,125,128,Morning,Cold,Clear/Partly Cloudy
263,2011-01-12,Spring,2011,January,9,0,3,1,Clear/Partly Cloudy,0.16,0.1364,0.59,0.3284,3,78,81,Morning,Cold,Clear/Partly Cloudy
264,2011-01-12,Spring,2011,January,10,0,3,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0.2239,0,39,39,Morning,Cold,Clear/Partly Cloudy
265,2011-01-12,Spring,2011,January,11,0,3,1,Clear/Partly Cloudy,0.2,0.1818,0.51,0.3881,3,32,35,Morning,Cold,Clear/Partly Cloudy
266,2011-01-12,Spring,2011,January,12,0,3,1,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5821,3,52,55,Afternoon,Cold,Clear/Partly Cloudy
267,2011-01-12,Spring,2011,January,13,0,3,1,Clear/Partly Cloudy,0.22,0.197,0.44,0.3582,0,49,49,Afternoon,Cold,Clear/Partly Cloudy
268,2011-01-12,Spring,2011,January,14,0,3,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3284,0,44,44,Afternoon,Cold,Clear/Partly Cloudy
269,2011-01-12,Spring,2011,January,15,0,3,1,Clear/Partly Cloudy,0.2,0.1667,0.47,0.4179,1,48,49,Afternoon,Cold,Clear/Partly Cloudy
270,2011-01-12,Spring,2011,January,16,0,3,1,Clear/Partly Cloudy,0.22,0.197,0.44,0.3284,5,63,68,Afternoon,Cold,Clear/Partly Cloudy
271,2011-01-12,Spring,2011,January,17,0,3,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3582,0,139,139,Evening,Cold,Clear/Partly Cloudy
272,2011-01-12,Spring,2011,January,18,0,3,1,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5224,2,135,137,Evening,Cold,Clear/Partly Cloudy
273,2011-01-12,Spring,2011,January,19,0,3,1,Clear/Partly Cloudy,0.18,0.1515,0.47,0.4179,1,82,83,Evening,Cold,Clear/Partly Cloudy
274,2011-01-12,Spring,2011,January,20,0,3,1,Clear/Partly Cloudy,0.16,0.1364,0.5,0.3284,2,54,56,Evening,Cold,Clear/Partly Cloudy
275,2011-01-12,Spring,2011,January,21,0,3,1,Clear/Partly Cloudy,0.16,0.1364,0.55,0.3284,0,57,57,Evening,Cold,Clear/Partly Cloudy
276,2011-01-12,Spring,2011,January,22,0,3,1,Clear/Partly Cloudy,0.16,0.1212,0.55,0.4478,1,32,33,Evening,Cold,Clear/Partly Cloudy
277,2011-01-12,Spring,2011,January,23,0,3,1,Clear/Partly Cloudy,0.14,0.1061,0.59,0.4179,1,19,20,Evening,Cold,Clear/Partly Cloudy
278,2011-01-13,Spring,2011,January,0,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.59,0.2836,1,6,7,Morning,Cold,Clear/Partly Cloudy
279,2011-01-13,Spring,2011,January,1,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2836,0,2,2,Morning,Cold,Clear/Partly Cloudy
280,2011-01-13,Spring,2011,January,2,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3582,0,2,2,Morning,Cold,Clear/Partly Cloudy
281,2011-01-13,Spring,2011,January,3,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,0,3,3,Morning,Cold,Clear/Partly Cloudy
282,2011-01-13,Spring,2011,January,4,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2537,0,4,4,Morning,Cold,Clear/Partly Cloudy
283,2011-01-13,Spring,2011,January,5,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2985,0,3,3,Morning,Cold,Clear/Partly Cloudy
284,2011-01-13,Spring,2011,January,6,0,4,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,28,28,Morning,Cold,Clear/Partly Cloudy
285,2011-01-13,Spring,2011,January,7,0,4,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,72,72,Morning,Cold,Clear/Partly Cloudy
286,2011-01-13,Spring,2011,January,8,0,4,1,Clear/Partly Cloudy,0.14,0.1364,0.5,0.194,5,197,202,Morning,Cold,Clear/Partly Cloudy
287,2011-01-13,Spring,2011,January,9,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,2,137,139,Morning,Cold,Clear/Partly Cloudy
288,2011-01-13,Spring,2011,January,10,0,4,1,Misty/Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,Morning,Cold,Clear/Partly Cloudy
289,2011-01-13,Spring,2011,January,11,0,4,1,Misty/Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,Morning,Cold,Clear/Partly Cloudy
290,2011-01-13,Spring,2011,January,12,0,4,1,Clear/Partly Cloudy,0.2,0.1667,0.44,0.4179,3,49,52,Afternoon,Cold,Clear/Partly Cloudy
291,2011-01-13,Spring,2011,January,13,0,4,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.4478,2,81,83,Afternoon,Cold,Clear/Partly Cloudy
292,2011-01-13,Spring,2011,January,14,0,4,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.3881,3,39,42,Afternoon,Cold,Clear/Partly Cloudy
293,2011-01-13,Spring,2011,January,15,0,4,1,Clear/Partly Cloudy,0.24,0.2121,0.38,0.2985,5,55,60,Afternoon,Cold,Clear/Partly Cloudy
294,2011-01-13,Spring,2011,January,16,0,4,1,Clear/Partly Cloudy,0.24,0.2121,0.38,0.3582,2,76,78,Afternoon,Cold,Clear/Partly Cloudy
295,2011-01-13,Spring,2011,January,17,0,4,1,Clear/Partly Cloudy,0.2,0.1818,0.4,0.2836,4,158,162,Evening,Cold,Clear/Partly Cloudy
296,2011-01-13,Spring,2011,January,18,0,4,1,Clear/Partly Cloudy,0.2,0.1818,0.4,0.3284,3,141,144,Evening,Cold,Clear/Partly Cloudy
297,2011-01-13,Spring,2011,January,19,0,4,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2537,1,98,99,Evening,Cold,Clear/Partly Cloudy
298,2011-01-13,Spring,2011,January,20,0,4,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2239,0,64,64,Evening,Cold,Clear/Partly Cloudy
299,2011-01-13,Spring,2011,January,21,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,0,40,40,Evening,Cold,Clear/Partly Cloudy
300,2011-01-13,Spring,2011,January,22,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0.3284,0,30,30,Evening,Cold,Clear/Partly Cloudy
301,2011-01-13,Spring,2011,January,23,0,4,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,1,14,15,Evening,Cold,Clear/Partly Cloudy
302,2011-01-14,Spring,2011,January,0,0,5,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,14,14,Morning,Cold,Clear/Partly Cloudy
303,2011-01-14,Spring,2011,January,1,0,5,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1642,0,5,5,Morning,Cold,Clear/Partly Cloudy
304,2011-01-14,Spring,2011,January,2,0,5,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,0,1,1,Morning,Cold,Clear/Partly Cloudy
305,2011-01-14,Spring,2011,January,3,0,5,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0.1045,0,1,1,Morning,Cold,Clear/Partly Cloudy
306,2011-01-14,Spring,2011,January,5,0,5,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0.0896,0,8,8,Morning,Cold,Clear/Partly Cloudy
307,2011-01-14,Spring,2011,January,6,0,5,1,Clear/Partly Cloudy,0.1,0.1818,0.54,0.0,0,17,17,Morning,Cold,Clear/Partly Cloudy
308,2011-01-14,Spring,2011,January,7,0,5,1,Clear/Partly Cloudy,0.1,0.1212,0.74,0.1642,0,70,70,Morning,Cold,Clear/Partly Cloudy
309,2011-01-14,Spring,2011,January,8,0,5,1,Clear/Partly Cloudy,0.12,0.1667,0.68,0.0,2,156,158,Morning,Cold,Clear/Partly Cloudy
310,2011-01-14,Spring,2011,January,9,0,5,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,117,117,Morning,Cold,Clear/Partly Cloudy
311,2011-01-14,Spring,2011,January,10,0,5,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0.194,4,40,44,Morning,Cold,Clear/Partly Cloudy
312,2011-01-14,Spring,2011,January,11,0,5,1,Clear/Partly Cloudy,0.18,0.1667,0.51,0.2836,6,47,53,Morning,Cold,Clear/Partly Cloudy
313,2011-01-14,Spring,2011,January,12,0,5,1,Clear/Partly Cloudy,0.2,0.197,0.44,0.2537,2,59,61,Afternoon,Cold,Clear/Partly Cloudy
314,2011-01-14,Spring,2011,January,13,0,5,1,Clear/Partly Cloudy,0.22,0.197,0.37,0.3881,4,73,77,Afternoon,Cold,Clear/Partly Cloudy
315,2011-01-14,Spring,2011,January,14,0,5,1,Clear/Partly Cloudy,0.22,0.2121,0.41,0.2836,5,59,64,Afternoon,Cold,Clear/Partly Cloudy
316,2011-01-14,Spring,2011,January,15,0,5,1,Clear/Partly Cloudy,0.24,0.2424,0.38,0.1642,9,59,68,Afternoon,Cold,Clear/Partly Cloudy
317,2011-01-14,Spring,2011,January,16,0,5,1,Clear/Partly Cloudy,0.22,0.2424,0.41,0.1045,3,87,90,Afternoon,Cold,Clear/Partly Cloudy
318,2011-01-14,Spring,2011,January,17,0,5,1,Clear/Partly Cloudy,0.22,0.2273,0.41,0.1642,4,155,159,Evening,Cold,Clear/Partly Cloudy
319,2011-01-14,Spring,2011,January,18,0,5,1,Clear/Partly Cloudy,0.2,0.2576,0.47,0.0,5,134,139,Evening,Cold,Clear/Partly Cloudy
320,2011-01-14,Spring,2011,January,19,0,5,1,Clear/Partly Cloudy,0.16,0.197,0.59,0.0896,3,89,92,Evening,Cold,Clear/Partly Cloudy
321,2011-01-14,Spring,2011,January,20,0,5,1,Clear/Partly Cloudy,0.18,0.2424,0.59,0.0,0,68,68,Evening,Cold,Clear/Partly Cloudy
322,2011-01-14,Spring,2011,January,21,0,5,1,Clear/Partly Cloudy,0.16,0.2273,0.69,0.0,4,48,52,Evening,Cold,Clear/Partly Cloudy
323,2011-01-14,Spring,2011,January,22,0,5,1,Misty/Cloudy,0.16,0.2273,0.69,0.0,2,34,36,Evening,Cold,Clear/Partly Cloudy
324,2011-01-14,Spring,2011,January,23,0,5,1,Misty/Cloudy,0.18,0.2424,0.55,0.0,1,26,27,Evening,Cold,Clear/Partly Cloudy
325,2011-01-15,Spring,2011,January,0,0,6,0,Clear/Partly Cloudy,0.18,0.2424,0.55,0.0,3,25,28,Morning,Cold,Misty/Cloudy
326,2011-01-15,Spring,2011,January,1,0,6,0,Misty/Cloudy,0.16,0.197,0.59,0.0896,2,18,20,Morning,Cold,Misty/Cloudy
327,2011-01-15,Spring,2011,January,2,0,6,0,Misty/Cloudy,0.16,0.197,0.59,0.0896,0,12,12,Morning,Cold,Misty/Cloudy
328,2011-01-15,Spring,2011,January,3,0,6,0,Misty/Cloudy,0.16,0.2273,0.59,0.0,1,7,8,Morning,Cold,Misty/Cloudy
329,2011-01-15,Spring,2011,January,4,0,6,0,Misty/Cloudy,0.16,0.2273,0.59,0.0,0,5,5,Morning,Cold,Misty/Cloudy
330,2011-01-15,Spring,2011,January,5,0,6,0,Clear/Partly Cloudy,0.16,0.2273,0.59,0.0,0,1,1,Morning,Cold,Misty/Cloudy
331,2011-01-15,Spring,2011,January,6,0,6,0,Clear/Partly Cloudy,0.14,0.1667,0.63,0.1045,1,2,3,Morning,Cold,Misty/Cloudy
332,2011-01-15,Spring,2011,January,7,0,6,0,Clear/Partly Cloudy,0.14,0.2121,0.63,0.0,1,9,10,Morning,Cold,Misty/Cloudy
333,2011-01-15,Spring,2011,January,8,0,6,0,Clear/Partly Cloudy,0.14,0.1515,0.63,0.1343,1,22,23,Morning,Cold,Misty/Cloudy
334,2011-01-15,Spring,2011,January,9,0,6,0,Clear/Partly Cloudy,0.16,0.1818,0.64,0.1343,2,31,33,Morning,Cold,Misty/Cloudy
335,2011-01-15,Spring,2011,January,10,0,6,0,Clear/Partly Cloudy,0.18,0.197,0.59,0.1642,2,57,59,Morning,Cold,Misty/Cloudy
336,2011-01-15,Spring,2011,January,11,0,6,0,Clear/Partly Cloudy,0.2,0.197,0.55,0.2239,18,54,72,Morning,Cold,Misty/Cloudy
337,2011-01-15,Spring,2011,January,12,0,6,0,Clear/Partly Cloudy,0.24,0.2273,0.48,0.2239,15,74,89,Afternoon,Cold,Misty/Cloudy
